review,rating
sound quality is average although bass is Good 🙄 ear cushion are lil bit smaller and it is tight for ears for long useage.. bt battery backup is good enough to listen songs on an average use... although noise canceling works.. good 😊 overall its a good product go for it coz its giving its best in this price range... 😋READ MORE,5
it's very amazing product bass quality is excellent 👌👌👌battery even better 👍👍👍👍👍it's look very amazing 👌👌it's come with couple of cable wich include charging cable and another to use as wired headphones 👌👌👌I wrote this after one day use Again this is very amazing product 👌👌👌👌👌🤝🤝🤝READ MORE,5
Its a excellent product under this price range.Its a featured packed headphones with great bass and treble is quit decent too. pros..Excellent bassClear trebleseasy battery backupled indicatorcon..Not recommended for longer use cause it becomes uncomfortable (personal experience) maybe not for others.READ MORE,4
Better than other competitors in this price segment....its way better than jbl t500bt which is price d at 3k....its competitor in terms are sound quality is sony wh ch 500 which is available at 3k in big billions ..go for it...my advise to those are thinking to buy one good pair of headphones is go to chroma or reliance digital and check the sound quality of various ranges of headphones and then buy one according to your budget.READ MORE,5
This is One of the best headphone coz features and quality is superb design is also cool. super extra bass and wireless function are also given. Music playback time is 8Hrs which I like the most. Guys go for it don't thinkREAD MORE,5
Pros:1) Sound quality is well balanced for Indian music.2)Every instrument as well as vocals can be heard clearly.3) Battery life is awesome easily lasts 8-9 hrs in a 3 hrs charge.4) Connectivity is decent goes up to 7-8 mtrs without any issue.5) Headphones are quite sturdy (my headphones gave fallen couple of times from a considerable distance but nothing happened)Cons:1) Ear cups are not that soft (gud for 1.5-2.5 hrs of use) after that it starts bothering your ear.2) Size & fit co...READ MORE,4
best headphones in this price segment.. the best about this is that you can get this at 999 and get the sound quality of 3000 or 4000 headphones.. in love with boat Rockerz 400..READ MORE,5
battery backup is good design is also good sound clarity is best and bass is awesome.  this earphone has a snug fit means it will fit accordingly to your head size and bluetooth pairing is also fast. So overall its good. A must buy .READ MORE,5
the headphones are very much good and also come fast from Flipkart but the packaging of the headphones was not good enough the box was torn at some places but the delivery boy says it is torn because of travelling so I detected one star whether the headphones are very goodREAD MORE,4
"nice one..battry back up is great, can b played upto 6hr if it is charged fullybass too is great..but the headphone design n build quality is not much guddoesnt look so beautiful n attracting, any way sound, bass, battry backup is much great , well n satisfiaction.GO FOR ITREAD MORE",5
brilliant product. super bass. very nice calling experience on this product. battery drain is good. good work by boAt.READ MORE,5
"I gave it four stars because there's humming sound when you are playing tracks (not when you've paused the music). Only hardcore music lovers will be able to detect it. I thought my product has this but after searching I saw very few people have mentioned it. Don't get me wrong, the sound quality is not at all bad and the humming sound is also not so loud. It will be okay for most of you. Battery backup is good. Connectivity range is average like most bl headset. I think green color gives a u...READ MORE",4
"Everything is betrer and sound quality is awesome, battery backup good not excellent and design lovely looks. I LOVE THIS so again thank you for Flipkart and thank u boAt.READ MORE",5
"Awesome sound quality in the beginning I was like 8 hrs of battery backup will not be sufficient for a music lover like me , then after purchasing & starting using it I came to know that I don't listen to music for more than 3 hrs a day so I can use it for almost 3 days in a single charge so I am over all happy with this headphone for everything a recommended product by me .READ MORE",5
